Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5cYEuFqzITZlZzpoR1sHvu,"Yuck","CRASH","Charli xcx",2022-03-18,138800,61,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-12T17:59:55Z,"гиперпоп,арт-поп","Atlantic Records",0.765,0.675,1,-5.687,1,0.0402,0.0585,0.00000151,0.0703,0.886,100.939,4
spotify:track:5xyaPwLmgoyGlDDu2H0Uix,"365 featuring shygirl","Brat and it’s completely different but also still brat","Charli xcx;Shygirl",2024-10-11,121273,63,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-12T18:00:05Z,"гиперпоп,арт-поп","Atlantic Records",0.735,0.654,0,-8.633,1,0.237,0.244,0.00514,0.709,0.688,137.713,4
spotify:track:3qGHAKgjQruzj6doKkyEb5,"Unlock it (Lock It) - feat. Kim Petras and Jay Park","Pop 2","Charli xcx;Kim Petras;Jay Park",2017-12-15,232933,65,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:02:14Z,"гиперпоп,арт-поп,корейский рэп,k-pop","Atlantic Records UK",0.504,0.711,9,-5.864,1,0.0452,0.0585,0.0000183,0.382,0.5,134.824,4
spotify:track:3dk7WaeS0y0JG0OMd0FVcg,"Spring breakers","Brat and it’s the same but there’s three more songs so it’s not","Charli xcx",2024-06-10,142521,61,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:03:35Z,"гиперпоп,арт-поп","Atlantic Records",0.808,0.904,10,-6.256,0,0.0817,0.0733,0,0.195,0.601,120.018,4
spotify:track:7lvfYYQXH6fxP7JAiY1tjz,"2 die 4 (feat. Charli XCX)","AR","Addison Rae;Charli xcx",2023-08-18,126105,61,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:05:25Z,"гиперпоп,арт-поп","Sandlot Records",0.856,0.589,10,-5.325,0,0.0473,0.49,0.0000847,0.0857,0.433,105.027,4
spotify:track:05mAIVLkIWc2d1UBYZBCp8,"1999","1999","Charli xcx;Troye Sivan",2018-10-05,189000,59,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:06:44Z,"гиперпоп,арт-поп","Atlantic Records UK",0.739,0.742,7,-4.586,1,0.0329,0.0227,0.00000139,0.229,0.659,124.016,4
spotify:track:2ljvO8ZpKFMT3HXwCjW4Yw,"anthems","how i'm feeling now","Charli xcx",2020-05-15,171813,58,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:07:56Z,"гиперпоп,арт-поп","Atlantic Records UK",0.643,0.866,9,-4.364,1,0.0752,0.00224,0.00000569,0.218,0.391,149.887,4
spotify:track:70ebKSMHvkUSg7JXgUz74Q,"Break the Rules","SUCKER","Charli xcx",2015-02-09,203907,58,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:09:20Z,"гиперпоп,арт-поп","Asylum",0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,4
spotify:track:3V0PgcsUMlAGXwCD0084pY,"pink diamond","how i'm feeling now","Charli xcx",2020-05-15,124066,55,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:10:44Z,"гиперпоп,арт-поп","Atlantic Records UK",0.675,0.787,11,-2.468,0,0.334,0.0693,0,0.0494,0.647,140.959,4
spotify:track:26QLJMK8G0M06sk7h7Fkse,"love is embarrassing","GUTS","Olivia Rodrigo",2023-09-08,154516,73,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:14:40Z,"","Olivia Rodrigo PS",0.517,0.821,9,-3.504,1,0.105,0.00341,0,0.148,0.617,160.052,4
spotify:track:4ZtFanR9U6ndgddUvNcjcG,"good 4 u","SOUR","Olivia Rodrigo",2021-05-21,178146,82,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:15:28Z,"","Olivia Rodrigo PS",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
spotify:track:3IX0yuEVvDbnqUwMBB3ouC,"bad idea right?","GUTS","Olivia Rodrigo",2023-09-08,184783,77,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:15:37Z,"","Olivia Rodrigo PS",0.631,0.881,9,-3.545,1,0.0995,0.00177,0.0000045,0.0639,0.808,129.981,4
spotify:track:2gyxAWHebV7xPYVxqoi86f,"get him back!","GUTS","Olivia Rodrigo",2023-09-08,211141,76,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:16:14Z,"","Olivia Rodrigo PS",0.553,0.847,5,-5.736,1,0.187,0.0143,0,0.561,0.733,162.024,4
spotify:track:6tNgRQ0K2NYZ0Rb9l9DzL8,"obsessed","GUTS (spilled)","Olivia Rodrigo",2024-03-22,170541,75,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:17:08Z,"","Olivia Rodrigo PS",0.68,0.581,8,-5.166,1,0.106,0.0181,0.00000107,0.276,0.63,119.974,4
spotify:track:5Jh1i0no3vJ9u4deXkb4aV,"so american","GUTS (spilled)","Olivia Rodrigo",2024-03-22,169717,74,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:17:22Z,"","Olivia Rodrigo PS",0.435,0.947,8,-1.896,1,0.117,0.0337,0,0.691,0.503,93.278,4
spotify:track:5sp71CUt0jXRNqHblPGp7b,"ballad of a homeschooled girl","GUTS","Olivia Rodrigo",2023-09-08,203369,70,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:18:12Z,"","Olivia Rodrigo PS",0.351,0.884,1,-3.452,1,0.074,0.0623,0,0.335,0.408,120.166,4
spotify:track:34sOdxWu9FljH84UXdRwu1,"all-american bitch","GUTS","Olivia Rodrigo",2023-09-08,165833,74,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:18:32Z,"","Olivia Rodrigo PS",0.421,0.695,6,-4.346,1,0.0428,0.218,0.00000297,0.155,0.45,156.344,4
spotify:track:2U3jOPfO4wZZFaaWS4Dcj6,"stranger","GUTS (spilled)","Olivia Rodrigo",2024-03-22,192771,72,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:20:01Z,"","Olivia Rodrigo PS",0.442,0.599,0,-5.074,1,0.12,0.783,0,0.155,0.544,186.309,4
spotify:track:5CscrLqFBgPfZR8fGtikov,"making the bed","GUTS","Olivia Rodrigo",2023-09-08,198866,76,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:20:46Z,"","Olivia Rodrigo PS",0.55,0.409,7,-7.718,1,0.0316,0.386,0,0.122,0.252,133.099,4
spotify:track:0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy","SOUR","Olivia Rodrigo",2021-05-21,173160,80,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:21:11Z,"","Olivia Rodrigo PS",0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,4
spotify:track:6SRsiMl7w1USE4mFqrOhHC,"brutal","SOUR","Olivia Rodrigo",2021-05-21,143746,76,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:21:46Z,"","Olivia Rodrigo PS",0.672,0.526,4,-6.446,1,0.0599,0.0311,0.00000137,0.28,0.28,123.999,4
spotify:track:6W9l02gRsXVxzIuQC1oc1X,"pretty isn’t pretty","GUTS","Olivia Rodrigo",2023-09-08,199422,75,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:22:12Z,"","Olivia Rodrigo PS",0.559,0.845,2,-4.394,1,0.0501,0.00243,0.00000146,0.0726,0.566,123.941,4
spotify:track:1zejeOnykpCoyVSit6Bwp3,"hope ur ok","SOUR","Olivia Rodrigo",2021-05-21,209560,72,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:23:01Z,"","Olivia Rodrigo PS",0.443,0.298,0,-12.181,1,0.0644,0.388,0.00001,0.103,0.172,77.253,4
spotify:track:7uDUb37h7Xdhza1eWMkoJv,"Friends","Nostalgia - EP","Chase Atlantic",2015-02-21,230010,83,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:25:30Z,"","BMG Rights Management (US) LLC",0.328,0.608,11,-6.368,0,0.038,0.0117,0.00000645,0.108,0.0796,107.384,3
spotify:track:4HwDCXsMBC7SUdp2WT4MZP,"Into It","Chase Atlantic","Chase Atlantic",2017-10-04,196767,80,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:25:48Z,"","Warner Records",0.518,0.572,10,-6.706,0,0.0416,0.0503,0.0000241,0.129,0.291,130.053,4
spotify:track:2VyaGJJI8dOiv36F8vHZIL,"Slow Down","Paradise - EP","Chase Atlantic",2016-12-20,212093,79,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:25:55Z,"","BMG Rights Management (US) LLC",0.473,0.78,10,-4.861,1,0.0358,0.0169,0.0000059,0.291,0.261,129.972,4
spotify:track:0X2bh8NVQ8svDQIn2AdCbW,"Consume (feat. Goon Des Garcons)","Chase Atlantic","Chase Atlantic;GOON DES GARCONS*",2017-10-04,267920,78,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:26:04Z,"","Warner Records",0.556,0.714,9,-5.322,0,0.158,0.07,0,0.261,0.434,146.113,4
spotify:track:5fVl28RgREvxVtGSf9OsbK,"Meddle About","Meddle About","Chase Atlantic",2014-12-25,203886,77,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:26:17Z,"","BMG Rights Management (US) LLC",0.383,0.797,4,-6.411,0,0.0522,0.00408,0.0103,0.32,0.369,159.922,4
spotify:track:1JdQibdvxgcrB8Rv1KFndw,"HEAVEN AND BACK","PHASES","Chase Atlantic",2019-06-28,248240,75,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:26:30Z,"","BMG Rights Management (US) LLC",0.309,0.793,10,-6.195,0,0.0774,0.0902,0.092,0.0888,0.532,193.714,4
spotify:track:5pXui9rkf5W90DgZobuDiK,"The Walls","Chase Atlantic","Chase Atlantic",2017-10-04,229840,72,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:26:44Z,"","Warner Records",0.357,0.704,0,-6.925,0,0.0828,0.326,0.00000154,0.124,0.225,144.172,4
spotify:track:7bbYT48HWWIbL3YKmtMNzn,"Church","Part One","Chase Atlantic",2017-01-27,220000,71,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:26:56Z,"","Warner Records",0.556,0.824,5,-4.539,0,0.0548,0.0109,0,0.112,0.292,112.99,4
spotify:track:2KtS31kaWNHs12Q5B43Ixh,"Right Here","Part One","Chase Atlantic",2017-01-27,235000,70,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:27:10Z,"","Warner Records",0.351,0.587,6,-6.413,1,0.0413,0.00516,0.0000187,0.121,0.221,159.881,4
spotify:track:32FhTAAjKZaBein150o3Px,"because i liked a boy","emails i can't send","Sabrina Carpenter",2022-07-15,196458,78,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T12:29:18Z,"","Island Records",0.386,0.592,11,-7.299,1,0.374,0.363,0,0.117,0.161,146.879,4
spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"Boy's a liar Pt. 2","Boy's a liar Pt. 2","PinkPantheress;Ice Spice",2023-02-03,131013,72,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T15:53:27Z,"bedroom pop","Warner Records",0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,4
spotify:track:1WmBVbFmLt0w6zPP37TeCG,"Illegal","Fancy That","PinkPantheress",2025-05-09,149666,85,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T15:53:36Z,"bedroom pop","Warner Records",0.624,0.89,0,-5.209,0,0.0476,0.0684,0.00149,0.187,0.518,141.47,4
spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,"Pain","to hell with it","PinkPantheress",2021-10-15,98544,82,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T15:53:46Z,"bedroom pop","Parlophone UK",0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,4
spotify:track:5QCfOMH5K7bS4dH7H7PNeI,"Tonight","Fancy That","PinkPantheress",2025-05-09,174880,73,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T15:55:00Z,"bedroom pop","Warner Records",0.726,0.919,10,-4.441,0,0.0894,0.0128,0.00143,0.25,0.84,141.419,4
spotify:track:18WFFUIsewmA8g31KAeo3e,"The Prophecy","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift",2024-04-19,249807,75,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:15:03Z,"","Taylor Swift",0.421,0.525,10,-10.359,1,0.0472,0.825,0.00000267,0.308,0.535,167.927,4
spotify:track:2rrq3SGYxk90xLx5fMmPhZ,"I Must Apologise","to hell with it","PinkPantheress",2021-10-15,108373,75,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:16:35Z,"bedroom pop","Parlophone UK",0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109,4
spotify:track:6CBurTHmYJhIcDD72Qgjnm,"Close to you","Close to you","PinkPantheress",2025-06-19,103441,64,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:16:46Z,"bedroom pop","Warner Records",0.594,0.757,1,-8.313,0,0.152,0.39,0.631,0.126,0.423,139.944,4
spotify:track:26AmP3ukYC4Zs9lSGlh55I,"Take Me Home","Take me home","PinkPantheress",2022-12-16,200653,70,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:17:03Z,"bedroom pop","Warner Records",0.573,0.66,11,-8.304,0,0.0609,0.173,0.149,0.111,0.461,172.072,4
spotify:track:5UBfLYnkImP1RKMMy4TGs8,"Stateside","Fancy That","PinkPantheress",2025-05-09,168040,72,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:17:22Z,"bedroom pop","Warner Records",0.68,0.896,10,-5.343,0,0.0455,0.172,0.00741,0.134,0.624,123.419,4
spotify:track:78ul3D77noQsYjSwvwiPU1,"Break It Off - Bonus","to hell with it","PinkPantheress",2021-10-15,96133,73,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:17:34Z,"bedroom pop","Parlophone UK",0.552,0.904,11,-4.891,0,0.114,0.0027,0.00000885,0.0786,0.746,171.788,4
spotify:track:5LyKocU0lhUBlXrFKDxbBO,"Snap My Finger (feat. PinkPantheress)","TIMELESS","KAYTRANADA;PinkPantheress",2024-06-07,201371,68,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:17:54Z,"bedroom pop","KAYTRANADA/RCA Records",0.772,0.639,5,-7.876,0,0.0455,0.016,0.00975,0.431,0.497,117.99,4
spotify:track:0z3YYobsavHguLTgqg5GC1,"Picture in My Mind","Picture in my mind","PinkPantheress;Sam Gellaitry",2022-08-10,176930,65,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:18:16Z,"bedroom pop","Warner Records",0.73,0.645,2,-6.506,0,0.348,0.587,0,0.0937,0.772,128.519,4
spotify:track:7aYGCP34Xo6XujY7Ix1DxB,"Girl Like Me","Fancy That","PinkPantheress",2025-05-09,145520,69,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:18:23Z,"bedroom pop","Warner Records",0.682,0.995,6,-3.846,0,0.0781,0.0229,0.000381,0.305,0.771,137.436,4
spotify:track:3DrkYwyu8QqZQ05r2gGqHi,"Mosquito","Heaven knows","PinkPantheress",2023-11-10,146240,63,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:18:36Z,"bedroom pop","Warner Records",0.71,0.899,11,-4.032,0,0.118,0.0857,0.112,0.189,0.555,162.927,4
spotify:track:1Vrj9Vcbb0lOG94pQbYvzv,"Just for Me","to hell with it","PinkPantheress",2021-10-15,116213,64,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:18:44Z,"bedroom pop","Parlophone UK",0.804,0.609,0,-7.848,1,0.0633,0.68,0.00253,0.261,0.713,133.043,4
spotify:track:0ZzHRRPxUmNVr4vWNnlDAe,"Stars","Fancy That","PinkPantheress",2025-05-09,141866,68,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:19:32Z,"bedroom pop","Warner Records",0.757,0.881,8,-4.13,1,0.154,0.0163,0.0293,0.272,0.858,138.763,4
spotify:track:6SjxVgMjH3b3AI4wVviZfi,"The aisle","Heaven knows","PinkPantheress",2023-11-10,165773,62,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:19:41Z,"bedroom pop","Warner Records",0.761,0.8,11,-7.464,1,0.0992,0.0808,0.0762,0.0742,0.792,134.001,4
spotify:track:0QezBrYzFFT0f68zK6EvZI,"Passion","to hell with it","PinkPantheress",2021-10-15,138268,62,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:19:55Z,"bedroom pop","Parlophone UK",0.699,0.628,0,-5.163,0,0.0369,0.49,0.782,0.101,0.607,79.968,4
spotify:track:0MyLQnZpkAVz73R8nCZyMn,"Starlight","Starlight","Danny L Harle;PinkPantheress",2025-07-08,219749,60,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:20:05Z,"гиперпоп,bedroom pop","XL Recordings",0.463,0.789,7,-5.427,0,0.0914,0.507,0.0153,0.25,0.343,169.971,4
spotify:track:3dTyQ8CON5t5jreYf2GRhA,"Noises","Fancy That","PinkPantheress",2025-05-09,104813,63,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:20:13Z,"bedroom pop","Warner Records",0.599,0.771,10,-5.949,0,0.0838,0.132,0.427,0.123,0.255,168.366,4
spotify:track:1ljtQrsf55VCwjqXjro7Po,"Another life (feat. Rema)","Heaven knows","PinkPantheress;Rema",2023-11-10,172173,59,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:20:21Z,"bedroom pop,афробитс,афро-бит,африканская поп-музыка,afropiano","Warner Records",0.607,0.874,0,-4.535,0,0.0504,0.0396,0.118,0.102,0.536,156.975,4
spotify:track:1YhNljrEyPYaYNgBNsWap5,"Turn it up","Turn it up","PinkPantheress",2024-05-24,147020,60,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:20:55Z,"bedroom pop","Warner Records",0.771,0.565,7,-9.407,1,0.0299,0.672,0.000112,0.195,0.444,132.339,4
spotify:track:2bBh5UwbVLkA3WB44iXBye,"Feel complete","Heaven knows","PinkPantheress",2023-11-10,163120,58,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:21:29Z,"bedroom pop","Warner Records",0.671,0.786,11,-6.173,1,0.0423,0.317,0.0612,0.102,0.316,98.813,4
spotify:track:0LsfA3w3zQh2fcN4XeHmSK,"Blue","Heaven knows","PinkPantheress",2023-11-10,181280,59,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:22:15Z,"bedroom pop","Warner Records",0.769,0.699,11,-6.279,1,0.138,0.708,0.0000157,0.0869,0.381,124.635,4
spotify:track:4icnlpI5IbZcRO9mpixVVW,"Where You Are (feat. WILLOW)","Where you are (feat. WILLOW)","PinkPantheress;WILLOW",2022-04-22,153706,55,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:22:28Z,"bedroom pop","Parlophone UK",0.689,0.872,0,-4.786,1,0.0477,0.0965,0.000498,0.117,0.362,134.994,4
spotify:track:3ozo6hdOQAJKY1KZExV6UJ,"True romance","Heaven knows","PinkPantheress",2023-11-10,136573,58,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:22:50Z,"bedroom pop","Warner Records",0.534,0.963,11,-5.001,0,0.121,0.0505,0.00293,0.864,0.348,160.06,4
spotify:track:754hhnczVNu3ibRaoAcujX,"killstreaks (with Don Toliver & PinkPantheress)","The Melodic Blue (Deluxe)","Baby Keem;Don Toliver;PinkPantheress",2022-10-28,215679,54,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:23:32Z,"bedroom pop","pgLang/Columbia",0.777,0.574,4,-5.565,0,0.0386,0.0542,0.0000187,0.155,0.0603,108.003,4
spotify:track:6aE1kHca8lxdIDMgZwAwfJ,"Way Back","Don’t Get Too Close","Skrillex;PinkPantheress;Trippie Redd",2023-02-18,119314,51,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:23:43Z,"дабстеп,edm,электро,электроника,bedroom pop,мелодичный рэп","OWSLA/Atlantic",0.685,0.717,7,-4.831,1,0.0499,0.0277,0.0952,0.298,0.485,175.014,4
spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,"Outside (feat. Ellie Goulding)","Motion","Calvin Harris;Ellie Goulding",2014-10-31,227266,85,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:25:27Z,"edm","Columbia",0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,4
spotify:track:5lF0pHbsJ0QqyIrLweHJPW,"Burn","Halcyon Nights","Ellie Goulding",2012-10-12,231213,75,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:26:00Z,"","UMC (Universal Music Catalogue)",0.313,0.76,10,-5.049,0,0.0616,0.3,0,0.105,0.343,86.735,4
spotify:track:6mAIXsvt8eEIKSskw3YPth,"Hypnotized (feat. Ellie Goulding)","The End Of Genesys","Anyma;Ellie Goulding",2025-05-30,180540,69,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:26:12Z,"мелодичное техно,мелодичный хаус,техно,статтер-хаус","Anyma/Interscope Records",0.725,0.929,5,-4.619,1,0.124,0.0761,0.000569,0.153,0.411,125.036,4
spotify:track:3NxB1jubUWY6zit9rOk8ZC,"Free (with Ellie Goulding)","Free (with Ellie Goulding)","Calvin Harris;Ellie Goulding",2024-07-26,212345,62,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:26:50Z,"edm","Columbia",0.467,0.98,9,-5.515,0,0.0598,0.0526,0.223,0.0688,0.05,138.036,4
spotify:track:5aTsxlQlq0vIedDWZoqMWN,"Lights - Single Version","Bright Lights (Lights Re-pack / Bonus Version)","Ellie Goulding",2010-01-01,210853,65,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:27:39Z,"","Polydor Records",0.681,0.798,8,-6.169,0,0.0364,0.0302,0.036,0.131,0.774,120.006,4
spotify:track:2GjMaJ7DacMIkgoe8oMXGg,"Close To Me","Brightest Blue","Ellie Goulding;Diplo;Swae Lee",2020-07-17,182626,63,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:27:52Z,"мумбатон","Polydor Records",0.572,0.75,1,-5.042,0,0.0604,0.0946,0,0.378,0.475,144.081,4
spotify:track:6Wytqpe4mfmyeT8s1xbczG,"Something In The Way You Move","Delirium (Deluxe)","Ellie Goulding",2015-11-06,227423,56,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:28:44Z,"","Polydor Records",0.658,0.814,1,-6.157,0,0.0493,0.0398,0,0.114,0.316,109.004,4
spotify:track:6vxU64pcIuQ38O015Zy4qj,"Homecoming","Eternal Atake","Lil Uzi Vert",2020-03-06,213884,76,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:29:51Z,"мелодичный рэп","Generation Now/Atlantic",0.929,0.563,9,-7.428,1,0.49,0.000592,0,0.244,0.353,129.957,4
spotify:track:2bSk87AVkCIIC3Bcligq1z,"Life Goes On","Harder Than Ever","Lil Baby;Gunna;Lil Uzi Vert",2018-05-18,247054,74,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:30:10Z,"мелодичный рэп","Quality Control Music, LLC",0.716,0.541,1,-7.909,1,0.149,0.0021,0,0.115,0.387,139.978,4
spotify:track:4FyesJzVpA39hbYvcseO2d,"Just Wanna Rock","Just Wanna Rock","Lil Uzi Vert",2022-10-17,123890,70,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:31:24Z,"мелодичный рэп","Generation Now/Atlantic",0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,4
spotify:track:1a019wP7IdYLexwbmfZPm3,"Flawlëss (feat. Lil Uzi Vert)","Lyfë","Yeat;Lil Uzi Vert",2022-09-09,176124,69,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:31:47Z,"рейдж-рэп,мелодичный рэп","Field Trip Recordings/Geffen Records",0.47,0.807,1,-6.024,1,0.337,0.0732,0,0.144,0.0921,130.99,4
spotify:track:60PTOzcoFycWBICdumIsFQ,"FOR FUN","RED & WHITE","Lil Uzi Vert",2022-07-23,188059,67,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:31:58Z,"мелодичный рэп","Generation Now/Atlantic",0.775,0.461,7,-6.594,0,0.124,0.157,0,0.0687,0.131,134.028,4
spotify:track:4ppKM7xnkSAwSyKqD4QTY4,"Chill Bae","Eternal Atake 2","Lil Uzi Vert",2024-11-01,138323,62,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:32:15Z,"мелодичный рэп","Generation Now/Atlantic",0.672,0.663,3,-5.984,1,0.243,0.112,0,0.134,0.381,184.057,4
spotify:track:1uL78kFWxhz3umTMWJu8n5,"Sauce It Up","Luv Is Rage 2","Lil Uzi Vert",2017-08-25,207038,65,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:33:51Z,"мелодичный рэп","Generation Now/Atlantic",0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,4
spotify:track:3surY3LebvLLdJezmiKUBO,"TWIN TRIM (with Lil Uzi Vert)","MUSIC","Playboi Carti;Lil Uzi Vert",2025-03-14,94825,63,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:34:11Z,"рейдж-рэп,мелодичный рэп","AWGE/Interscope Records",0.736,0.825,5,-6.74,0,0.0445,0.0536,0.00000184,0.168,0.335,143.017,4
spotify:track:3tDqEKKUs6gf8zMvSuLyLA,"Commercial (feat. Lil Uzi Vert)","My Turn","Lil Baby;Lil Uzi Vert",2020-02-28,214214,63,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:34:25Z,"мелодичный рэп","Quality Control/Motown Records",0.892,0.486,11,-8.636,0,0.384,0.0481,0,0.146,0.529,120.995,4
spotify:track:6CUP2khYzdphXebxVTfPE3,"Lo Mein","Eternal Atake","Lil Uzi Vert",2020-03-06,195299,64,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:34:44Z,"мелодичный рэп","Generation Now/Atlantic",0.855,0.676,1,-5.736,1,0.325,0.0888,0,0.144,0.509,133.082,4
spotify:track:59JWp4PjZ9TRM8cmtaDYB1,"Yessirskiii","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert;21 Savage",2020-03-13,219340,64,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:35:42Z,"мелодичный рэп","Generation Now/Atlantic",0.895,0.739,8,-6.633,1,0.283,0.0183,0.00000761,0.102,0.763,140.007,4
spotify:track:07TSrx1BDK6twM9avkYzbe,"The End (feat. BABYMETAL)","Pink Tape","Lil Uzi Vert;BABYMETAL",2023-06-30,187244,55,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T16:36:56Z,"мелодичный рэп,j-rock","Generation Now/Atlantic",0.522,0.954,1,-4.547,1,0.0713,0.000021,0.676,0.316,0.239,109.973,4
