Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5Bedn0svl0ZD7RGmJkmKKw,"How Did It End?","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift",2024-04-19,238706,72,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-13T17:35:59Z,"","Taylor Swift",0.492,0.379,0,-8.859,1,0.0257,0.785,0.00093,0.108,0.273,83.993,3
spotify:track:0c0YHn3DIQLl1opsQDd9kO,"Wish (feat. Trippie Redd) - Trippie Mix","LIFE'S A TRIP","Diplo;Trippie Redd",2018-08-10,176874,73,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-15T10:12:23Z,"мумбатон,мелодичный рэп","TenThousand Projects, LLC",0.565,0.819,9,-7.899,1,0.0668,0.232,0,0.111,0.682,94.011,4
spotify:track:3POxPoTz9HczxLE5rpps75,"Пожалуйста, только не домой","Пожалуйста, только не домой","Автоспорт",2017-07-29,185434,52,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:18:36Z,"постпанк","тихий час",0.361,0.95,7,-6.236,1,0.0663,0.035,0.803,0.394,0.406,110.051,4
spotify:track:3hezVtcUqncXSpBbV4dTCQ,"Песня о привязанности","Береги себя","Автоспорт",2018-10-01,187326,49,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:18:47Z,"постпанк","тихий час",0.374,0.965,6,-4.239,0,0.0622,0.0589,0.511,0.137,0.0678,102.518,4
spotify:track:1Vcm7Eh1Dk6ztMtAILxHef,"Я не буду спать","Береги себя","Автоспорт",2018-10-01,197507,46,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:19:04Z,"постпанк","тихий час",0.362,0.984,5,-3.388,0,0.105,0.0962,0.814,0.0971,0.0367,104.986,4
spotify:track:6PAcaXlwM0iXN5lmvR6Qz1,"Я пойму","Я пойму/Дневник","Автоспорт",2023-12-24,198545,36,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:19:25Z,"постпанк","тихий час",0.502,0.909,1,-4.839,0,0.0331,0.0118,0.000147,0.438,0.272,109.955,4
spotify:track:3KWkhxyO43TdLVMX0rYwWy,"Пятый день недели","Двадцать","Автоспорт",2017-12-17,116405,35,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:19:46Z,"постпанк","тихий час",0.378,0.97,11,-5.265,1,0.0756,0.398,0.033,0.119,0.152,108.563,4
spotify:track:36gA0YZSk552DA50KMiVBE,"Стой","Пожалуйста, только не домой","Автоспорт",2017-07-29,150886,33,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:20:00Z,"постпанк","тихий час",0.147,0.892,4,-4.293,1,0.0575,0.75,0.828,0.117,0.145,103.091,4
spotify:track:1jcRuS7GqU2rU1dJfVIdRl,"Береги себя","Береги себя","Автоспорт",2018-10-01,253540,32,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:20:32Z,"постпанк","тихий час",0.216,0.718,5,-5.029,0,0.0431,0.764,0.905,0.115,0.367,132.981,4
spotify:track:7LeDjzdPqbnrid6VYnY5Fr,"Мы взрослеем позже, чем все","Двадцать","Автоспорт",2017-12-17,227000,30,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:20:54Z,"постпанк","тихий час",0.183,0.826,2,-6.378,1,0.0442,0.547,0.000128,0.116,0.507,74.91,4
spotify:track:0vnKPWpf0WTnyLqbjQV6c3,"Я снова здесь","Двадцать","Автоспорт",2017-12-17,182000,30,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:21:08Z,"постпанк","тихий час",0.316,0.918,11,-4.986,1,0.0528,0.685,0.669,0.202,0.647,179.978,4
spotify:track:0JOj9D5lX9KKbVpdZj4NfK,"Дневник","Я пойму/Дневник","Автоспорт",2023-12-24,183000,27,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:21:51Z,"постпанк","тихий час",0.457,0.924,5,-5.355,1,0.0411,0.0000859,0.234,0.135,0.479,100.012,4
spotify:track:09vOz820zJx1egZ9Zvvebc,"В никуда","В никуда","Автоспорт",2024-12-17,182000,27,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T07:22:09Z,"постпанк","Yauza Club",0.35,0.88,7,-5.35,0,0.0546,0.0000572,0.0214,0.265,0.253,120.057,4
spotify:track:5nruWdS8QlmSSffJeQLE76,"FALL FROM THE SKY","FALL FROM THE SKY","RomancePlanet",2023-12-08,152248,51,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-19T09:30:21Z,"гиперпоп,габбер","broke",0.549,0.943,1,-4.852,0,0.0829,0.00669,0.000635,0.196,0.43,136.8,4
spotify:track:6AtZLIzUINvExIUy4QhdjP,"I Knew You Were Trouble (Taylor's Version)","Red (Taylor's Version)","Taylor Swift",2021-11-12,219760,71,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:37:58Z,"","Taylor Swift",0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,4
spotify:track:3yII7UwgLF6K5zW3xad3MP,"22 (Taylor's Version)","Red (Taylor's Version)","Taylor Swift",2021-11-12,230960,71,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:38:11Z,"","Taylor Swift",0.642,0.695,7,-5.62,1,0.0281,0.000443,0.0000102,0.0753,0.642,103.984,4
spotify:track:5YqltLsjdqFtvqE7Nrysvs,"We Are Never Ever Getting Back Together (Taylor's Version)","Red (Taylor's Version)","Taylor Swift",2021-11-12,193146,72,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:38:33Z,"","Taylor Swift",0.567,0.686,7,-6.139,1,0.175,0.0317,0.00000186,0.0732,0.716,172.014,4
spotify:track:78c485atQVK19038U2RUld,"Red (Taylor's Version)","Red (Taylor's Version)","Taylor Swift",2021-11-12,223093,44,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:39:32Z,"","Taylor Swift",0.516,0.777,1,-4.908,0,0.0375,0.00108,0.00000162,0.0761,0.408,125.047,4
spotify:track:1hR8BSuEqPCCZfv93zzzz9,"Welcome To New York (Taylor's Version)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,212600,66,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:40:03Z,"","Taylor Swift",0.76,0.602,7,-4.871,1,0.0316,0.00661,0.000133,0.325,0.685,116.989,4
spotify:track:45wMBGri1PORPjM9PwFfrS,"Blank Space (Taylor's Version)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,231833,71,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:40:07Z,"","Taylor Swift",0.732,0.719,0,-5.469,1,0.0645,0.0901,0,0.331,0.71,96.035,4
spotify:track:6GXgd1BPD9bUpqw5AntGV5,"All You Had To Do Was Stay (Taylor's Version)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,193289,66,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:40:12Z,"","Taylor Swift",0.589,0.713,0,-5.614,1,0.0308,0.000778,0,0.188,0.54,97.069,4
spotify:track:64FzgoLZ3oXu2SriZblHic,"Bad Blood (Taylor's Version)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,211103,65,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:40:17Z,"","Taylor Swift",0.624,0.711,7,-6.347,1,0.159,0.0369,0.00000313,0.19,0.347,169.999,4
spotify:track:1K39ty6o1sHwwlZwO6a7wK,"Wildest Dreams (Taylor's Version)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,220433,75,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:40:22Z,"","Taylor Swift",0.587,0.663,8,-7.439,1,0.0598,0.0348,0.0000995,0.0971,0.539,139.993,4
spotify:track:1hjRhYpWyqDpPahmSlUTlc,"Style (Taylor's Version)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,231000,74,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:40:38Z,"","Taylor Swift",0.514,0.821,7,-4.803,1,0.0444,0.000456,0.0232,0.0946,0.298,94.884,4
spotify:track:1Iq8oo9XkmmvCQiGOfORiz,"Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,229477,73,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:41:58Z,"","Taylor Swift",0.599,0.651,0,-7.343,1,0.035,0.0486,0,0.126,0.153,100.001,4
spotify:track:3pv7Q5v2dpdefwdWIvE7yH,"Shake It Off (Taylor's Version)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,219209,68,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:43:24Z,"","Taylor Swift",0.632,0.805,7,-5.707,1,0.069,0.0112,0.0000251,0.156,0.903,160.052,4
spotify:track:2bNT8trJIFzpYFbDqeRZSP,"I Can Do It With a Broken Heart","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift",2024-04-19,218004,49,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:45:45Z,"","Taylor Swift",0.702,0.751,0,-8.267,1,0.0525,0.102,0,0.13,0.211,129.97,4
spotify:track:5ggbblU7Tn5hz3cDTTFXxS,"Fortnight (feat. Post Malone)","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift;Post Malone",2024-04-19,228965,51,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-26T11:46:00Z,"","Taylor Swift",0.504,0.386,11,-10.976,1,0.0308,0.502,0.0000153,0.0961,0.281,192.004,4
spotify:track:42VUCXerQ5qTr4Qp6PhKo4,"Tears","Man’s Best Friend","Sabrina Carpenter",2025-08-29,160183,90,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:05:57Z,"","Island Records",0.699,0.876,0,-4.855,1,0.0514,0.0204,0.000105,0.0307,0.485,113.036,4
spotify:track:3EMfeKtNK4q4k3sVjwg5Yy,"My Man on Willpower","Man’s Best Friend","Sabrina Carpenter",2025-08-29,197817,87,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:06:18Z,"","Island Records",0.612,0.776,10,-3.122,1,0.0357,0.0865,0,0.105,0.431,120.085,4
spotify:track:5B3GZOZYXNzWpUXQC42hxZ,"Sugar Talking","Man’s Best Friend","Sabrina Carpenter",2025-08-29,183770,86,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:06:56Z,"","Island Records",0.482,0.777,2,-4.812,0,0.0338,0.0489,0,0.115,0.396,151.967,4
spotify:track:6wkYQMrFfb0huLB5Qn19Iv,"We Almost Broke Up Again Last Night","Man’s Best Friend","Sabrina Carpenter",2025-08-29,203378,85,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:07:18Z,"","Island Records",0.353,0.566,4,-5.123,1,0.0323,0.526,0,0.247,0.274,175.972,4
spotify:track:4SRShYMtFIGgnOU7iBicMH,"Nobody’s Son","Man’s Best Friend","Sabrina Carpenter",2025-08-29,182576,86,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:08:03Z,"","Island Records",0.452,0.735,2,-4.921,1,0.0449,0.336,0,0.0649,0.65,173.919,4
spotify:track:1PdUyYYw9sGU0yhLrpeHKt,"Never Getting Laid","Man’s Best Friend","Sabrina Carpenter",2025-08-29,208211,85,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:08:23Z,"","Island Records",0.573,0.554,9,-6.021,1,0.0307,0.546,0.00000105,0.131,0.319,92.068,4
spotify:track:0je57Uq5eTk1wrPzn9sWbl,"When Did You Get Hot?","Man’s Best Friend","Sabrina Carpenter",2025-08-29,145398,86,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:08:41Z,"","Island Records",0.696,0.665,5,-4.559,1,0.13,0.231,0,0.33,0.573,89.136,4
spotify:track:1qyw5wSUkEvH8DtaCdx7Lg,"Go Go Juice","Man’s Best Friend","Sabrina Carpenter",2025-08-29,193315,86,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:08:57Z,"","Island Records",0.657,0.753,10,-4.075,1,0.046,0.302,0,0.098,0.713,131.962,4
spotify:track:21IVPfi81m6ywNgOvqTj1i,"Don’t Worry I’ll Make You Worry","Man’s Best Friend","Sabrina Carpenter",2025-08-29,222320,84,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:09:23Z,"","Island Records",0.455,0.437,1,-6.961,1,0.0259,0.458,0,0.151,0.278,89.973,4
spotify:track:25jgQBxuUkGDdCG1WGKKN9,"House Tour","Man’s Best Friend","Sabrina Carpenter",2025-08-29,169214,85,false,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:09:46Z,"","Island Records",0.765,0.877,6,-4.897,1,0.0844,0.13,0,0.352,0.608,117.997,4
spotify:track:4tVVmShMF2PYdLqcejrsy2,"Goodbye","Man’s Best Friend","Sabrina Carpenter",2025-08-29,225084,85,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-29T05:10:42Z,"","Island Records",0.567,0.616,9,-5.871,1,0.0483,0.185,0,0.101,0.523,120.121,4
spotify:track:2BwO5K8Q7EPAJSGze3AAh9,"Manchild","Man’s Best Friend","Sabrina Carpenter",2025-08-29,213645,85,true,31egiz7zcix27fnsalaoiqrz5qzm,2025-08-31T15:25:25Z,"","Island Records",0.73,0.686,7,-5.107,1,0.0615,0.0987,0,0.317,0.839,123.014,4
